"","itemid","condition","cresp","experiment","item","question","question.acc","question.cresp","question.resp","question.rt","sentence","slide_1.resp","slide_1.rt","subject","trial","trial_abort","roi","FFD","FFP","SFD","FPRT","RBRT","TFT","RPD","CRPD","RRT","RRTP","RRTR","RBRC","TRC","LPRT","word","group","spill0len","spill1len","spill2len","spill","NPsubj","NPobj","logTFT","logFPRT","logRPD","wlen"
"8484","7b","b","N","quant","7","Did Jack use any clues?","1","left trigger","left trigger","9384707","Jack discovered that door without any clues despite the initial challenge.","Y",971,"20","111","0","10",349,1,349,349,349,349,349,4058,0,0,0,0,0,349,"initial ","1",4,3,4,"2","name","demonstrative",5.85507192220243,5.85507192220243,5.85507192220243,7
"8485","7b","b","N","quant","7","Did Jack use any clues?","1","left trigger","left trigger","9384707","Jack discovered that door without any clues despite the initial challenge.","Y",971,"20","111","0","11",343,1,343,343,343,343,1468,5526,0,0,0,1,1,343,"challenge. ","1",4,3,4,"2","name","demonstrative",5.83773044716594,5.83773044716594,7.29165620917446,10
"8486","7b","b","N","quant","7","Did Jack use any clues?","1","left trigger","left trigger","9384707","Jack discovered that door without any clues despite the initial challenge.","Y",971,"20","111","0","2",104,1,0,104,380,1024,1588,1588,920,276,644,1,1,351,"discovered ","1",4,3,4,"9","name","demonstrative",6.93147180559945,4.64439089914137,7.37023064180708,10
"8487","7b","b","N","quant","7","Did Jack use any clues?","1","left trigger","left trigger","9384707","Jack discovered that door without any clues despite the initial challenge.","Y",971,"20","111","0","3",153,1,0,153,153,476,153,1741,323,0,323,0,0,159,"that ","1",4,3,4,"0","name","demonstrative",6.16541785423142,5.03043792139244,5.03043792139244,4
"8488","7b","b","N","quant","7","Did Jack use any clues?","1","left trigger","left trigger","9384707","Jack discovered that door without any clues despite the initial challenge.","Y",971,"20","111","0","4",245,1,0,245,518,890,975,2716,645,273,372,1,1,372,"door ","1",4,3,4,"0","name","demonstrative",6.79122146272619,5.50125821054473,6.88243747099785,4
"8489","7b","b","N","quant","7","Did Jack use any clues?","1","left trigger","left trigger","9384707","Jack discovered that door without any clues despite the initial challenge.","Y",971,"20","111","0","5",189,1,0,189,189,432,189,2905,243,0,243,0,1,106,"without ","1",4,3,4,"1","name","demonstrative",6.06842558824411,5.24174701505964,5.24174701505964,7
"8490","7b","b","N","quant","7","Did Jack use any clues?","1","left trigger","left trigger","9384707","Jack discovered that door without any clues despite the initial challenge.","Y",971,"20","111","0","6",274,1,274,274,274,274,274,3179,0,0,0,0,0,274,"any ","1",4,3,4,"1","name","demonstrative",5.61312810638807,5.61312810638807,5.61312810638807,3
"8491","7b","b","N","quant","7","Did Jack use any clues?","1","left trigger","left trigger","9384707","Jack discovered that door without any clues despite the initial challenge.","Y",971,"20","111","0","7",201,1,201,201,201,201,201,3380,0,0,0,0,0,201,"clues ","1",4,3,4,"1","name","demonstrative",5.30330490805908,5.30330490805908,5.30330490805908,5
"8492","7b","b","N","quant","7","Did Jack use any clues?","1","left trigger","left trigger","9384707","Jack discovered that door without any clues despite the initial challenge.","Y",971,"20","111","0","8",144,1,0,329,329,329,329,3709,0,0,0,0,0,329,"despite ","1",4,3,4,"2","name","demonstrative",5.79605775076537,5.79605775076537,5.79605775076537,7
"8493","7b","b","N","quant","7","Did Jack use any clues?","1","left trigger","left trigger","974938","Jack discovered that door without any clues despite the initial challenge.","Y",1010,"4","95","0","1",232,1,0,1390,1390,1390,1390,1390,0,0,0,0,0,1390,"Jack ","1",4,3,4,"9","name","demonstrative",7.23705902612474,7.23705902612474,7.23705902612474,4
"8494","7b","b","N","quant","7","Did Jack use any clues?","1","left trigger","left trigger","974938","Jack discovered that door without any clues despite the initial challenge.","Y",1010,"4","95","0","10",107,1,0,107,314,314,351,3182,207,207,0,1,1,207,"initial ","1",4,3,4,"2","name","demonstrative",5.74939298590825,4.67282883446191,5.86078622346587,7
"8495","7b","b","N","quant","7","Did Jack use any clues?","1","left trigger","left trigger","974938","Jack discovered that door without any clues despite the initial challenge.","Y",1010,"4","95","0","11",111,1,111,111,111,111,504,3686,0,0,0,1,1,111,"challenge. ","1",4,3,4,"2","name","demonstrative",4.70953020131233,4.70953020131233,6.22257626807137,10
"8496","7b","b","N","quant","7","Did Jack use any clues?","1","left trigger","left trigger","974938","Jack discovered that door without any clues despite the initial challenge.","Y",1010,"4","95","0","2",60,1,0,60,60,377,60,1450,317,0,317,0,0,317,"discovered ","1",4,3,4,"9","name","demonstrative",5.93224518744801,4.0943445622221,4.0943445622221,10
"8497","7b","b","N","quant","7","Did Jack use any clues?","1","left trigger","left trigger","974938","Jack discovered that door without any clues despite the initial challenge.","Y",1010,"4","95","0","3",181,1,181,181,181,181,181,1631,0,0,0,0,0,181,"that ","1",4,3,4,"0","name","demonstrative",5.19849703126583,5.19849703126583,5.19849703126583,4
"8498","7b","b","N","quant","7","Did Jack use any clues?","1","left trigger","left trigger","974938","Jack discovered that door without any clues despite the initial challenge.","Y",1010,"4","95","0","4",231,1,231,231,231,231,231,1862,0,0,0,0,0,231,"door ","1",4,3,4,"0","name","demonstrative",5.44241771052179,5.44241771052179,5.44241771052179,4
"8499","7b","b","N","quant","7","Did Jack use any clues?","1","left trigger","left trigger","974938","Jack discovered that door without any clues despite the initial challenge.","Y",1010,"4","95","0","5",553,1,0,553,553,629,553,2415,76,0,76,0,0,76,"without ","1",4,3,4,"1","name","demonstrative",6.44413125670044,6.31535800152233,6.31535800152233,7
"8500","7b","b","N","quant","7","Did Jack use any clues?","1","left trigger","left trigger","974938","Jack discovered that door without any clues despite the initial challenge.","Y",1010,"4","95","0","7",191,1,191,191,191,191,191,2606,0,0,0,0,0,191,"clues ","1",4,3,4,"1","name","demonstrative",5.25227342804663,5.25227342804663,5.25227342804663,5
"8501","7b","b","N","quant","7","Did Jack use any clues?","1","left trigger","left trigger","974938","Jack discovered that door without any clues despite the initial challenge.","Y",1010,"4","95","0","8",225,1,0,225,225,262,225,2831,37,0,37,0,0,37,"despite ","1",4,3,4,"2","name","demonstrative",5.5683445037611,5.41610040220442,5.41610040220442,7
"8504","7c","c","N","quant","7","Did the detective use any clues?","0","left trigger","right trigger","1775724","Some detective discovered each door without any clues despite the initial challenge.","Y",304,"5","16","0","11",221,1,0,559,559,1735,904,4937,1176,0,1176,1,2,619,"initial ","3",5,3,4,"2","existential","universal",7.45876269238096,6.3261494731551,6.80682936039218,7
"8505","7c","c","N","quant","7","Did the detective use any clues?","0","left trigger","right trigger","1775724","Some detective discovered each door without any clues despite the initial challenge.","Y",304,"5","16","0","12",187,1,0,187,467,467,6402,11339,280,280,0,2,2,280,"challenge. ","3",5,3,4,"2","existential","universal",6.1463292576689,5.23110861685459,8.76436572052981,10
"8506","7c","c","N","quant","7","Did the detective use any clues?","0","left trigger","right trigger","1775724","Some detective discovered each door without any clues despite the initial challenge.","Y",304,"5","16","0","2",123,1,0,123,394,1095,1564,1564,972,271,701,2,2,264,"detective ","3",5,3,4,"9","existential","universal",6.9985096422506,4.81218435537242,7.35500192110526,9
"8507","7c","c","N","quant","7","Did the detective use any clues?","0","left trigger","right trigger","1775724","Some detective discovered each door without any clues despite the initial challenge.","Y",304,"5","16","0","3",191,1,0,191,191,985,191,1755,794,0,794,0,0,184,"discovered ","3",5,3,4,"9","existential","universal",6.89264164117209,5.25227342804663,5.25227342804663,10
"8508","7c","c","N","quant","7","Did the detective use any clues?","0","left trigger","right trigger","1775724","Some detective discovered each door without any clues despite the initial challenge.","Y",304,"5","16","0","4",215,1,0,215,215,1402,215,1970,1187,0,1187,0,2,514,"each ","3",5,3,4,"0","existential","universal",7.24565506759454,5.37063802812766,5.37063802812766,4
"8509","7c","c","N","quant","7","Did the detective use any clues?","0","left trigger","right trigger","1775724","Some detective discovered each door without any clues despite the initial challenge.","Y",304,"5","16","0","5",173,1,0,173,404,568,640,2610,395,231,164,1,1,164,"door ","3",5,3,4,"0","existential","universal",6.34212141872115,5.15329159449778,6.46146817635372,4
"8511","7c","c","N","quant","7","Did the detective use any clues?","0","left trigger","right trigger","1775724","Some detective discovered each door without any clues despite the initial challenge.","Y",304,"5","16","0","7",344,1,0,344,530,626,1110,3720,282,186,96,1,1,96,"any ","3",5,3,4,"1","existential","universal",6.4393503711001,5.8406416573734,7.01211529430638,3
"8512","7c","c","N","quant","7","Did the detective use any clues?","0","left trigger","right trigger","1775724","Some detective discovered each door without any clues despite the initial challenge.","Y",304,"5","16","0","9",173,1,0,313,313,876,313,4033,563,0,563,0,0,399,"despite ","3",5,3,4,"2","existential","universal",6.77536609093639,5.74620319054015,5.74620319054015,7
"8516","7c","c","N","quant","7","Did the detective use any clues?","0","left trigger","right trigger","1999799","Some detective discovered each door without any clues despite the initial challenge.","Y",382,"1","107","0","12",257,1,257,257,257,257,1582,5053,0,0,0,1,1,257,"challenge. ","3",5,3,4,"2","existential","universal",5.54907608489522,5.54907608489522,7.3664451483276,10
"8522","7c","c","N","quant","7","Did the detective use any clues?","0","left trigger","right trigger","1999799","Some detective discovered each door without any clues despite the initial challenge.","Y",382,"1","107","0","7",276,1,0,276,422,594,3308,3308,318,146,172,1,1,172,"any ","3",5,3,4,"1","existential","universal",6.38687931936265,5.62040086571715,8.10409905614358,3
"8523","7c","c","N","quant","7","Did the detective use any clues?","0","left trigger","right trigger","1999799","Some detective discovered each door without any clues despite the initial challenge.","Y",382,"1","107","0","9",163,1,0,163,163,425,163,3471,262,0,262,0,0,262,"despite ","3",5,3,4,"2","existential","universal",6.05208916892442,5.09375020080676,5.09375020080676,7
"8525","7c","c","N","quant","7","Did the detective use any clues?","0","left trigger","right trigger","20582884","Some detective discovered each door without any clues despite the initial challenge.","Y",408,"29","99","0","10",216,1,216,216,216,216,216,4596,0,0,0,0,0,216,"the ","3",5,3,4,"2","existential","universal",5.37527840768417,5.37527840768417,5.37527840768417,3
"8526","7c","c","N","quant","7","Did the detective use any clues?","0","left trigger","right trigger","20582884","Some detective discovered each door without any clues despite the initial challenge.","Y",408,"29","99","0","12",393,1,393,393,393,393,475,5071,0,0,0,1,1,393,"challenge. ","3",5,3,4,"2","existential","universal",5.97380961186926,5.97380961186926,6.16331480403464,10
"8530","7c","c","N","quant","7","Did the detective use any clues?","0","left trigger","right trigger","20582884","Some detective discovered each door without any clues despite the initial challenge.","Y",408,"29","99","0","5",183,1,0,183,454,454,3092,3092,271,271,0,1,1,271,"door ","3",5,3,4,"0","existential","universal",6.11809719804135,5.20948615284142,8.03657340970731,4
"8531","7c","c","N","quant","7","Did the detective use any clues?","0","left trigger","right trigger","20582884","Some detective discovered each door without any clues despite the initial challenge.","Y",408,"29","99","0","6",322,1,0,322,322,404,322,3414,82,0,82,0,0,82,"without ","3",5,3,4,"1","existential","universal",6.00141487796115,5.77455154554441,5.77455154554441,7
"8532","7c","c","N","quant","7","Did the detective use any clues?","0","left trigger","right trigger","20582884","Some detective discovered each door without any clues despite the initial challenge.","Y",408,"29","99","0","7",242,1,242,242,242,242,242,3656,0,0,0,0,0,242,"any ","3",5,3,4,"1","existential","universal",5.48893772615669,5.48893772615669,5.48893772615669,3
"8533","7c","c","N","quant","7","Did the detective use any clues?","0","left trigger","right trigger","20582884","Some detective discovered each door without any clues despite the initial challenge.","Y",408,"29","99","0","8",138,1,138,138,138,138,138,3794,0,0,0,0,0,138,"clues ","3",5,3,4,"1","existential","universal",4.92725368515721,4.92725368515721,4.92725368515721,5
"8534","7c","c","N","quant","7","Did the detective use any clues?","0","left trigger","right trigger","20582884","Some detective discovered each door without any clues despite the initial challenge.","Y",408,"29","99","0","9",132,1,0,586,586,586,586,4380,0,0,0,0,0,586,"despite ","3",5,3,4,"2","existential","universal",6.37331978957701,6.37331978957701,6.37331978957701,7
"8536","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","12005332","Some detective discovered each door without any clues despite the initial challenge.","Y",25,"17","93","0","10",146,1,0,146,146,271,490,5893,125,0,125,1,1,125,"the ","3",5,3,4,"2","existential","universal",5.6021188208797,4.98360662170834,6.19440539110467,3
"8537","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","12005332","Some detective discovered each door without any clues despite the initial challenge.","Y",25,"17","93","0","11",238,1,0,411,639,639,1222,7115,228,228,0,2,2,228,"initial ","3",5,3,4,"2","existential","universal",6.45990445437753,6.01859321449623,7.10824413973154,7
"8543","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","12005332","Some detective discovered each door without any clues despite the initial challenge.","Y",25,"17","93","0","8",267,1,267,267,267,267,5403,5403,0,0,0,1,1,267,"clues ","3",5,3,4,"1","existential","universal",5.58724865840025,5.58724865840025,8.59470963384407,5
"8545","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","12494703","Some detective discovered each door without any clues despite the initial challenge.","Y",103,"37","95","0","1",210,1,0,935,935,1299,935,935,364,0,364,0,0,364,"Some ","3",5,3,4,"9","existential","universal",7.1693500166706,6.84054652928869,6.84054652928869,4
"8546","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","12494703","Some detective discovered each door without any clues despite the initial challenge.","Y",103,"37","95","0","10",334,1,0,334,334,465,2383,4285,131,0,131,1,2,131,"the ","3",5,3,4,"2","existential","universal",6.14203740558736,5.8111409929767,7.77611547709874,3
"8547","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","12494703","Some detective discovered each door without any clues despite the initial challenge.","Y",103,"37","95","0","11",344,1,0,344,344,743,344,4629,399,0,399,0,1,242,"initial ","3",5,3,4,"2","existential","universal",6.61069604471776,5.8406416573734,5.8406416573734,7
"8548","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","12494703","Some detective discovered each door without any clues despite the initial challenge.","Y",103,"37","95","0","12",188,1,0,188,328,328,5200,9829,140,140,0,2,2,140,"challenge. ","3",5,3,4,"2","existential","universal",5.79301360838414,5.23644196282995,8.55641390456952,10
"8549","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","12494703","Some detective discovered each door without any clues despite the initial challenge.","Y",103,"37","95","0","2",500,1,0,967,967,1941,967,1902,974,0,974,0,1,216,"detective ","3",5,3,4,"9","existential","universal",7.57095858316901,6.87419849545329,6.87419849545329,9
"8556","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","19791738","Some detective discovered each door without any clues despite the initial challenge.","Y",357,"21","108","0","1",673,1,0,2400,2400,2400,2400,2400,0,0,0,0,0,2400,"Some ","3",5,3,4,"9","existential","universal",7.78322401633604,7.78322401633604,7.78322401633604,4
"8557","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","19791738","Some detective discovered each door without any clues despite the initial challenge.","Y",357,"21","108","0","11",215,1,0,215,441,441,1010,5933,226,226,0,2,2,226,"initial ","3",5,3,4,"2","existential","universal",6.08904487544685,5.37063802812766,6.9177056098353,7
"8558","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","19791738","Some detective discovered each door without any clues despite the initial challenge.","Y",357,"21","108","0","2",132,1,0,1039,1039,1198,1039,3439,159,0,159,0,0,159,"detective ","3",5,3,4,"9","existential","universal",7.08840877867539,6.94601399109923,6.94601399109923,9
"8559","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","19791738","Some detective discovered each door without any clues despite the initial challenge.","Y",357,"21","108","0","3",316,1,0,478,478,620,478,3917,142,0,142,0,0,142,"discovered ","3",5,3,4,"9","existential","universal",6.42971947803914,6.16961073249146,6.16961073249146,10
"8560","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","19791738","Some detective discovered each door without any clues despite the initial challenge.","Y",357,"21","108","0","4",278,1,0,278,278,448,278,4195,170,0,170,0,0,170,"each ","3",5,3,4,"0","existential","universal",6.10479323241498,5.62762111369064,5.62762111369064,4
"8561","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","19791738","Some detective discovered each door without any clues despite the initial challenge.","Y",357,"21","108","0","5",145,1,145,145,145,145,315,4510,0,0,0,1,1,145,"door ","3",5,3,4,"0","existential","universal",4.97673374242057,4.97673374242057,5.75257263882563,4
"8562","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","19791738","Some detective discovered each door without any clues despite the initial challenge.","Y",357,"21","108","0","6",204,1,0,204,204,279,204,4714,75,0,75,0,0,75,"without ","3",5,3,4,"1","existential","universal",5.63121178182137,5.31811999384422,5.31811999384422,7
"8563","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","19791738","Some detective discovered each door without any clues despite the initial challenge.","Y",357,"21","108","0","7",209,1,209,209,209,209,209,4923,0,0,0,0,0,209,"any ","3",5,3,4,"1","existential","universal",5.34233425196481,5.34233425196481,5.34233425196481,3
"8566","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","5853910","Some detective discovered each door without any clues despite the initial challenge.","Y",772,"33","80","0","11",143,1,143,143,143,143,188,3553,0,0,0,1,1,143,"initial ","3",5,3,4,"2","existential","universal",4.96284463025991,4.96284463025991,5.23644196282995,7
"8567","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","5853910","Some detective discovered each door without any clues despite the initial challenge.","Y",772,"33","80","0","2",218,1,0,218,399,399,1332,1332,181,181,0,1,1,181,"detective ","3",5,3,4,"9","existential","universal",5.98896141688986,5.38449506278909,7.19443685110033,9
"8568","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","5853910","Some detective discovered each door without any clues despite the initial challenge.","Y",772,"33","80","0","3",96,1,0,96,96,423,96,1428,327,0,327,0,0,219,"discovered ","3",5,3,4,"9","existential","universal",6.04737217904628,4.56434819146784,4.56434819146784,10
"8569","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","5853910","Some detective discovered each door without any clues despite the initial challenge.","Y",772,"33","80","0","4",168,1,0,168,168,357,168,1596,189,0,189,0,1,189,"each ","3",5,3,4,"0","existential","universal",5.87773578177964,5.12396397940326,5.12396397940326,4
"8571","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","5853910","Some detective discovered each door without any clues despite the initial challenge.","Y",772,"33","80","0","6",295,1,0,295,819,819,1583,3179,524,524,0,3,3,278,"without ","3",5,3,4,"1","existential","universal",6.70808408385307,5.68697535633982,7.36707705988101,7
"8573","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","5853910","Some detective discovered each door without any clues despite the initial challenge.","Y",772,"33","80","0","9",186,1,186,186,186,186,186,3365,0,0,0,0,0,186,"despite ","3",5,3,4,"2","existential","universal",5.2257466737132,5.2257466737132,5.2257466737132,7
"8574","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","8363954","Some detective discovered each door without any clues despite the initial challenge.","Y",853,"9","103","0","1",118,1,0,1132,1132,1132,1132,1132,0,0,0,0,0,1132,"Some ","3",5,3,4,"9","existential","universal",7.03174125876313,7.03174125876313,7.03174125876313,4
"8575","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","8363954","Some detective discovered each door without any clues despite the initial challenge.","Y",853,"9","103","0","10",114,1,114,114,114,114,357,2871,0,0,0,1,1,114,"the ","3",5,3,4,"2","existential","universal",4.7361984483945,4.7361984483945,5.87773578177964,3
"8576","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","8363954","Some detective discovered each door without any clues despite the initial challenge.","Y",853,"9","103","0","11",161,1,161,161,161,161,161,3032,0,0,0,0,0,161,"initial ","3",5,3,4,"2","existential","universal",5.08140436498446,5.08140436498446,5.08140436498446,7
"8577","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","8363954","Some detective discovered each door without any clues despite the initial challenge.","Y",853,"9","103","0","12",204,1,204,204,204,204,204,3236,0,0,0,0,0,204,"challenge. ","3",5,3,4,"2","existential","universal",5.31811999384422,5.31811999384422,5.31811999384422,10
"8578","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","8363954","Some detective discovered each door without any clues despite the initial challenge.","Y",853,"9","103","0","2",119,1,119,119,119,119,119,1251,0,0,0,0,0,119,"detective ","3",5,3,4,"9","existential","universal",4.77912349311153,4.77912349311153,4.77912349311153,9
"8579","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","8363954","Some detective discovered each door without any clues despite the initial challenge.","Y",853,"9","103","0","3",146,1,0,255,255,255,255,1506,0,0,0,0,0,255,"discovered ","3",5,3,4,"9","existential","universal",5.54126354515843,5.54126354515843,5.54126354515843,10
"8581","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","8363954","Some detective discovered each door without any clues despite the initial challenge.","Y",853,"9","103","0","5",155,1,155,155,155,155,293,1799,0,0,0,1,1,155,"door ","3",5,3,4,"0","existential","universal",5.04342511691925,5.04342511691925,5.68017260901707,4
"8582","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","8363954","Some detective discovered each door without any clues despite the initial challenge.","Y",853,"9","103","0","6",149,1,0,149,149,310,149,1948,161,0,161,0,0,161,"without ","3",5,3,4,"1","existential","universal",5.73657229747919,5.00394630594546,5.00394630594546,7
"8583","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","8363954","Some detective discovered each door without any clues despite the initial challenge.","Y",853,"9","103","0","7",163,1,0,163,405,405,566,2514,242,242,0,1,1,242,"any ","3",5,3,4,"1","existential","universal",6.00388706710654,5.09375020080676,6.33859407820318,3
"8585","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","9118275","Some detective discovered each door without any clues despite the initial challenge.","Y",886,"13","14","0","1",132,1,0,1127,1127,1127,1127,1127,0,0,0,0,0,1127,"Some ","3",5,3,4,"9","existential","universal",7.02731451403978,7.02731451403978,7.02731451403978,4
"8586","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","9118275","Some detective discovered each door without any clues despite the initial challenge.","Y",886,"13","14","0","10",172,1,0,172,172,526,346,3358,354,0,354,1,1,354,"the ","3",5,3,4,"2","existential","universal",6.26530121273771,5.14749447681345,5.84643877505772,3
"8587","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","9118275","Some detective discovered each door without any clues despite the initial challenge.","Y",886,"13","14","0","12",217,1,217,217,217,217,571,3929,0,0,0,1,1,217,"challenge. ","3",5,3,4,"2","existential","universal",5.37989735354046,5.37989735354046,6.34738920965601,10
"8588","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","9118275","Some detective discovered each door without any clues despite the initial challenge.","Y",886,"13","14","0","2",215,1,0,340,340,340,340,1467,0,0,0,0,0,340,"detective ","3",5,3,4,"9","existential","universal",5.82894561761021,5.82894561761021,5.82894561761021,9
"8589","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","9118275","Some detective discovered each door without any clues despite the initial challenge.","Y",886,"13","14","0","3",291,1,291,291,291,291,291,1758,0,0,0,0,0,291,"discovered ","3",5,3,4,"9","existential","universal",5.67332326717149,5.67332326717149,5.67332326717149,10
"8590","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","9118275","Some detective discovered each door without any clues despite the initial challenge.","Y",886,"13","14","0","4",335,1,0,492,492,492,492,2250,0,0,0,0,0,492,"each ","3",5,3,4,"0","existential","universal",6.19847871649231,6.19847871649231,6.19847871649231,4
"8591","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","9118275","Some detective discovered each door without any clues despite the initial challenge.","Y",886,"13","14","0","6",218,1,0,218,218,403,218,2468,185,0,185,0,0,185,"without ","3",5,3,4,"1","existential","universal",5.99893656194668,5.38449506278909,5.38449506278909,7
"8592","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","9118275","Some detective discovered each door without any clues despite the initial challenge.","Y",886,"13","14","0","7",205,1,205,205,205,205,390,2858,0,0,0,1,1,205,"any ","3",5,3,4,"1","existential","universal",5.32300997913841,5.32300997913841,5.96614673912369,3
"8593","7c","c","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","9118275","Some detective discovered each door without any clues despite the initial challenge.","Y",886,"13","14","0","8",154,1,154,154,154,154,154,3012,0,0,0,0,0,154,"clues ","3",5,3,4,"1","existential","universal",5.03695260241363,5.03695260241363,5.03695260241363,5
"8596","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","123034","Some detective discovered that door without any clues despite the initial challenge.","Y",110,"30","67","0","10",173,1,173,173,173,173,370,4446,0,0,0,1,1,173,"the ","3",5,3,4,"2","existential","demonstrative",5.15329159449778,5.15329159449778,5.91350300563827,3
"8597","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","123034","Some detective discovered that door without any clues despite the initial challenge.","Y",110,"30","67","0","11",137,1,137,137,137,137,726,5172,0,0,0,1,1,137,"initial ","3",5,3,4,"2","existential","demonstrative",4.91998092582813,4.91998092582813,6.5875500148248,7
"8602","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","123034","Some detective discovered that door without any clues despite the initial challenge.","Y",110,"30","67","0","6",27,1,0,27,231,1067,2406,2406,1040,204,836,1,1,158,"without ","3",5,3,4,"1","existential","demonstrative",6.97260625130175,3.29583686600433,7.78572089653462,7
"8603","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","123034","Some detective discovered that door without any clues despite the initial challenge.","Y",110,"30","67","0","7",303,1,0,303,834,834,1670,4076,531,531,0,2,2,531,"any ","3",5,3,4,"1","existential","demonstrative",6.72623340235875,5.71373280550937,7.4205789054108,3
"8605","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","12316267","Some detective discovered that door without any clues despite the initial challenge.","Y",57,"14","52","0","1",152,1,0,1146,1146,1146,1146,1146,0,0,0,0,0,1146,"Some ","3",5,3,4,"9","existential","demonstrative",7.04403289727469,7.04403289727469,7.04403289727469,4
"8606","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","12316267","Some detective discovered that door without any clues despite the initial challenge.","Y",57,"14","52","0","10",315,1,0,315,315,484,315,3237,169,0,169,0,1,169,"the ","3",5,3,4,"2","existential","demonstrative",6.18208490671663,5.75257263882563,5.75257263882563,3
"8607","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","12316267","Some detective discovered that door without any clues despite the initial challenge.","Y",57,"14","52","0","11",195,1,0,195,426,426,3145,6382,231,231,0,2,2,231,"initial ","3",5,3,4,"2","existential","demonstrative",6.05443934626937,5.27299955856375,8.05356916913454,7
"8608","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","12316267","Some detective discovered that door without any clues despite the initial challenge.","Y",57,"14","52","0","2",278,1,0,278,278,533,278,1424,255,0,255,0,0,255,"detective ","3",5,3,4,"9","existential","demonstrative",6.27852142416584,5.62762111369064,5.62762111369064,9
"8609","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","12316267","Some detective discovered that door without any clues despite the initial challenge.","Y",57,"14","52","0","3",218,1,0,218,218,557,218,1642,339,0,339,0,0,176,"discovered ","3",5,3,4,"9","existential","demonstrative",6.32256523992728,5.38449506278909,5.38449506278909,10
"8610","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","12316267","Some detective discovered that door without any clues despite the initial challenge.","Y",57,"14","52","0","4",155,1,0,155,155,975,318,1960,820,0,820,1,1,432,"that ","3",5,3,4,"0","existential","demonstrative",6.88243747099785,5.04342511691925,5.76205138278018,4
"8611","7d","d","N","quant","7","Did the detective use any clues?","1","left trigger","left trigger","12316267","Some detective discovered that door without any clues despite the initial challenge.","Y",57,"14","52","0","5",200,1,0,200,200,636,200,2160,436,0,436,0,0,210,"door ","3",5,3,4,"0","existential","demonstrative",6.45519856334012,5.29831736654804,5.29831736654804,4
