"rt","key_press","trial_type","trial_index","time_elapsed","internal_node_id","subject","stimulus","label","correctAnswer","correct"
11321,32,"text",5,122516,"0.0-5.0","sh8Np","","",NA,""
9722,32,"text",6,133244,"0.0-6.0","sh8Np","","",NA,""
15252,32,"text",7,149508,"0.0-7.0","sh8Np","","",NA,""
6897,32,"text",8,157420,"0.0-8.0","sh8Np","","",NA,""
15574,70,"single-stim",9,174020,"0.0-9.0","sh8Np","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"false"
47252,70,"single-stim",10,222292,"0.0-10.0","sh8Np","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"false"
12521,70,"single-stim",11,235836,"0.0-11.0","sh8Np","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
9649,74,"single-stim",12,246495,"0.0-12.0","sh8Np","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
686096,70,"single-stim",13,933608,"0.0-13.0","sh8Np","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,934668,"0.0-14.0","sh8Np"," ","",NA,""
218991,32,"text",0,218994,"0.0-0.0","trnDr","","",NA,""
24353,70,"single-stim",1,244352,"0.0-1.0","trnDr","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
3670,32,"text",2,249023,"0.0-2.0","trnDr","","",NA,""
5301,32,"text",3,255325,"0.0-3.0","trnDr","","",NA,""
79374,32,"text",4,335701,"0.0-4.0","trnDr","","",NA,""
4373,32,"text",5,341074,"0.0-5.0","trnDr","","",NA,""
2962,32,"text",6,345037,"0.0-6.0","trnDr","","",NA,""
4174,32,"text",7,350211,"0.0-7.0","trnDr","","",NA,""
1407,32,"text",8,352618,"0.0-8.0","trnDr","","",NA,""
10060,74,"single-stim",9,363680,"0.0-9.0","trnDr","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
6618,74,"single-stim",10,371299,"0.0-10.0","trnDr","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
10226,70,"single-stim",11,382527,"0.0-11.0","trnDr","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"false"
10611,70,"single-stim",12,394139,"0.0-12.0","trnDr","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
9643,70,"single-stim",13,404783,"0.0-13.0","trnDr","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,405785,"0.0-14.0","trnDr"," ","",NA,""
9019,32,"text",0,9023,"0.0-0.0","u8eyq","","",NA,""
21110,74,"single-stim",1,31142,"0.0-1.0","u8eyq","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
13600,32,"text",2,45749,"0.0-2.0","u8eyq","","",NA,""
9932,32,"text",3,56698,"0.0-3.0","u8eyq","","",NA,""
4674,32,"text",4,62372,"0.0-4.0","u8eyq","","",NA,""
6469,32,"text",5,69856,"0.0-5.0","u8eyq","","",NA,""
4886,32,"text",6,75757,"0.0-6.0","u8eyq","","",NA,""
6265,32,"text",7,83022,"0.0-7.0","u8eyq","","",NA,""
3797,32,"text",8,87819,"0.0-8.0","u8eyq","","",NA,""
9192,74,"single-stim",9,98013,"0.0-9.0","u8eyq","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
22082,74,"single-stim",10,121103,"0.0-10.0","u8eyq","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
6080,70,"single-stim",11,128184,"0.0-11.0","u8eyq","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
21088,74,"single-stim",12,150273,"0.0-12.0","u8eyq","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
4752,70,"single-stim",13,156025,"0.0-13.0","u8eyq","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,157028,"0.0-14.0","u8eyq"," ","",NA,""
157225,32,"text",0,157228,"0.0-0.0","Ua8it","","",NA,""
24541,70,"single-stim",1,182778,"0.0-1.0","Ua8it","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
11267,32,"text",2,195049,"0.0-2.0","Ua8it","","",NA,""
12165,32,"text",3,208215,"0.0-3.0","Ua8it","","",NA,""
12330,32,"text",4,221546,"0.0-4.0","Ua8it","","",NA,""
15437,32,"text",5,237984,"0.0-5.0","Ua8it","","",NA,""
4963,32,"text",6,243948,"0.0-6.0","Ua8it","","",NA,""
17981,32,"text",7,262931,"0.0-7.0","Ua8it","","",NA,""
6759,32,"text",8,270690,"0.0-8.0","Ua8it","","",NA,""
13011,70,"single-stim",9,284703,"0.0-9.0","Ua8it","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
6361,74,"single-stim",10,292066,"0.0-10.0","Ua8it","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
6707,74,"single-stim",11,299774,"0.0-11.0","Ua8it","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
7361,74,"single-stim",12,308138,"0.0-12.0","Ua8it","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
13136,70,"single-stim",13,322276,"0.0-13.0","Ua8it","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,323281,"0.0-14.0","Ua8it"," ","",NA,""
3655,32,"text",0,3659,"0.0-0.0","uHcVp","","",NA,""
2594,70,"single-stim",1,7265,"0.0-1.0","uHcVp","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
912,32,"text",2,9181,"0.0-2.0","uHcVp","","",NA,""
1550,32,"text",3,11736,"0.0-3.0","uHcVp","","",NA,""
122,32,"text",4,12864,"0.0-4.0","uHcVp","","",NA,""
10,32,"text",5,13880,"0.0-5.0","uHcVp","","",NA,""
107,32,"text",6,14992,"0.0-6.0","uHcVp","","",NA,""
274,32,"text",7,16272,"0.0-7.0","uHcVp","","",NA,""
106,32,"text",8,17384,"0.0-8.0","uHcVp","","",NA,""
267,74,"single-stim",9,18656,"0.0-9.0","uHcVp","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
318,70,"single-stim",10,19976,"0.0-10.0","uHcVp","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
34,74,"single-stim",11,21016,"0.0-11.0","uHcVp","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
210,74,"single-stim",12,22232,"0.0-12.0","uHcVp","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
218,74,"single-stim",13,23457,"0.0-13.0","uHcVp","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,24464,"0.0-14.0","uHcVp"," ","",NA,""
4970,32,"text",0,4974,"0.0-0.0","uTDq6","","",NA,""
10458,70,"single-stim",1,16438,"0.0-1.0","uTDq6","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
6757,32,"text",2,24196,"0.0-2.0","uTDq6","","",NA,""
6374,32,"text",3,31573,"0.0-3.0","uTDq6","","",NA,""
8622,32,"text",4,41196,"0.0-4.0","uTDq6","","",NA,""
58991,32,"text",5,101187,"0.0-5.0","uTDq6","","",NA,""
3503,32,"text",6,105691,"0.0-6.0","uTDq6","","",NA,""
3886,32,"text",7,110579,"0.0-7.0","uTDq6","","",NA,""
4552,32,"text",8,116132,"0.0-8.0","uTDq6","","",NA,""
10701,74,"single-stim",9,127836,"0.0-9.0","uTDq6","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
7102,70,"single-stim",10,135940,"0.0-10.0","uTDq6","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
5261,74,"single-stim",11,142204,"0.0-11.0","uTDq6","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
7518,74,"single-stim",12,150723,"0.0-12.0","uTDq6","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
5070,70,"single-stim",13,156796,"0.0-13.0","uTDq6","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,157799,"0.0-14.0","uTDq6"," ","",NA,""
7094,32,"text",0,7113,"0.0-0.0","VcLqa","","",NA,""
16914,70,"single-stim",1,25113,"0.0-1.0","VcLqa","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
5762,32,"text",2,31887,"0.0-2.0","VcLqa","","",NA,""
6896,32,"text",3,39788,"0.0-3.0","VcLqa","","",NA,""
8177,32,"text",4,48967,"0.0-4.0","VcLqa","","",NA,""
6580,32,"text",5,56547,"0.0-5.0","VcLqa","","",NA,""
3374,32,"text",6,60923,"0.0-6.0","VcLqa","","",NA,""
7401,32,"text",7,69327,"0.0-7.0","VcLqa","","",NA,""
4909,32,"text",8,75238,"0.0-8.0","VcLqa","","",NA,""
12071,74,"single-stim",9,88321,"0.0-9.0","VcLqa","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
9928,70,"single-stim",10,99257,"0.0-10.0","VcLqa","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
12862,74,"single-stim",11,113132,"0.0-11.0","VcLqa","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
12981,74,"single-stim",12,127129,"0.0-12.0","VcLqa","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
8830,70,"single-stim",13,136981,"0.0-13.0","VcLqa","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,138016,"0.0-14.0","VcLqa"," ","",NA,""
33549,32,"text",0,33554,"0.0-0.0","vHkSx","","",NA,""
19268,70,"single-stim",1,53832,"0.0-1.0","vHkSx","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
15950,32,"text",2,70783,"0.0-2.0","vHkSx","","",NA,""
15597,32,"text",3,87382,"0.0-3.0","vHkSx","","",NA,""
17304,32,"text",4,105687,"0.0-4.0","vHkSx","","",NA,""
15217,32,"text",5,121904,"0.0-5.0","vHkSx","","",NA,""
8309,32,"text",6,131213,"0.0-6.0","vHkSx","","",NA,""
19113,32,"text",7,151327,"0.0-7.0","vHkSx","","",NA,""
14598,32,"text",8,166926,"0.0-8.0","vHkSx","","",NA,""
15588,74,"single-stim",9,183519,"0.0-9.0","vHkSx","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
25222,74,"single-stim",10,209743,"0.0-10.0","vHkSx","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
42733,74,"single-stim",11,253478,"0.0-11.0","vHkSx","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
14110,70,"single-stim",12,268591,"0.0-12.0","vHkSx","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
11767,70,"single-stim",13,281360,"0.0-13.0","vHkSx","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,282364,"0.0-14.0","vHkSx"," ","",NA,""
6253,32,"text",0,6256,"0.0-0.0","W8VcX","","",NA,""
27938,74,"single-stim",1,35199,"0.0-1.0","W8VcX","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
9582,32,"text",2,45783,"0.0-2.0","W8VcX","","",NA,""
12983,32,"text",3,59766,"0.0-3.0","W8VcX","","",NA,""
4559,32,"text",4,65325,"0.0-4.0","W8VcX","","",NA,""
4360,32,"text",5,70686,"0.0-5.0","W8VcX","","",NA,""
3639,32,"text",6,75325,"0.0-6.0","W8VcX","","",NA,""
10137,32,"text",7,86462,"0.0-7.0","W8VcX","","",NA,""
8783,32,"text",8,96245,"0.0-8.0","W8VcX","","",NA,""
14256,74,"single-stim",9,111502,"0.0-9.0","W8VcX","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
5702,70,"single-stim",10,118205,"0.0-10.0","W8VcX","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
8703,74,"single-stim",11,127910,"0.0-11.0","W8VcX","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
5383,74,"single-stim",12,134293,"0.0-12.0","W8VcX","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
4847,70,"single-stim",13,140142,"0.0-13.0","W8VcX","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,141143,"0.0-14.0","W8VcX"," ","",NA,""
29602,32,"text",0,29612,"0.0-0.0","wcGbC","","",NA,""
13198,74,"single-stim",1,43842,"0.0-1.0","wcGbC","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
15321,32,"text",2,60167,"0.0-2.0","wcGbC","","",NA,""
14558,32,"text",3,75725,"0.0-3.0","wcGbC","","",NA,""
11162,32,"text",4,87889,"0.0-4.0","wcGbC","","",NA,""
12116,32,"text",5,101014,"0.0-5.0","wcGbC","","",NA,""
4012,32,"text",6,106028,"0.0-6.0","wcGbC","","",NA,""
11744,32,"text",7,118779,"0.0-7.0","wcGbC","","",NA,""
9649,32,"text",8,129429,"0.0-8.0","wcGbC","","",NA,""
10941,74,"single-stim",9,141371,"0.0-9.0","wcGbC","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
8856,70,"single-stim",10,151242,"0.0-10.0","wcGbC","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"false"
12714,74,"single-stim",11,164956,"0.0-11.0","wcGbC","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
12939,70,"single-stim",12,178897,"0.0-12.0","wcGbC","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
18059,70,"single-stim",13,197964,"0.0-13.0","wcGbC","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,198974,"0.0-14.0","wcGbC"," ","",NA,""
15498,32,"text",0,15500,"0.0-0.0","WE1tc","","",NA,""
21249,74,"single-stim",1,37754,"0.0-1.0","WE1tc","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
11406,32,"text",2,50161,"0.0-2.0","WE1tc","","",NA,""
10367,32,"text",3,61529,"0.0-3.0","WE1tc","","",NA,""
7583,32,"text",4,70113,"0.0-4.0","WE1tc","","",NA,""
11598,32,"text",5,82721,"0.0-5.0","WE1tc","","",NA,""
6183,32,"text",6,89905,"0.0-6.0","WE1tc","","",NA,""
11791,32,"text",7,102697,"0.0-7.0","WE1tc","","",NA,""
45928,32,"text",8,149626,"0.0-8.0","WE1tc","","",NA,""
15580,74,"single-stim",9,166210,"0.0-9.0","WE1tc","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
20755,74,"single-stim",10,187969,"0.0-10.0","WE1tc","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
14247,74,"single-stim",11,203218,"0.0-11.0","WE1tc","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
12324,70,"single-stim",12,216545,"0.0-12.0","WE1tc","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
13134,74,"single-stim",13,230681,"0.0-13.0","WE1tc","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,231682,"0.0-14.0","WE1tc"," ","",NA,""
15881,32,"text",0,15897,"0.0-0.0","WKBXg","","",NA,""
171675,70,"single-stim",1,188600,"0.0-1.0","WKBXg","<div class='imageholder'><img class='imagecenter' src='critTrial.png'/><div class='caption'><p style='text-align:center'>Consider the image below. Suppose that a dot is purple if it was painted by ''the purple team'', a dot is green if it was painted by ''the green team'', etc. In this light, does the sentence below the picture accurately describe the picture? When you have made your judgment, press <strong>f</strong> for ''yes'', and <strong>j</strong> for ''no''.</p></div><p class='sentence' id='examplesentence'><strong>The yellow team painted most of the dots.</strong></p></div>","",NA,""
3169,32,"text",2,192772,"0.0-2.0","WKBXg","","",NA,""
3570,32,"text",3,197345,"0.0-3.0","WKBXg","","",NA,""
3624,32,"text",4,201970,"0.0-4.0","WKBXg","","",NA,""
8390,32,"text",5,211366,"0.0-5.0","WKBXg","","",NA,""
3846,32,"text",6,216213,"0.0-6.0","WKBXg","","",NA,""
10620,32,"text",7,227838,"0.0-7.0","WKBXg","","",NA,""
3483,32,"text",8,232322,"0.0-8.0","WKBXg","","",NA,""
12786,74,"single-stim",9,246114,"0.0-9.0","WKBXg","<p class='textcenter' id='intro'>There are 14 Chicago radio stations currently operating.</p><p class='sentence'>Every Chicago radio station might play the blues 24/7, but every Chicago radio station might not play the blues 24/7.</p>","nc2",74,"true"
5646,74,"single-stim",10,252769,"0.0-10.0","WKBXg","<p class='textcenter' id='intro'>Many people attended a number of meetings.</p><p class='sentence'>The new guy in the department offered an opinion at most of the meetings, and surprisingly everyone listened to those opinions.</p>","nc1",74,"true"
4089,70,"single-stim",11,257861,"0.0-11.0","WKBXg","<p class='textcenter' id='intro'>A hot new record label released 7 albums last year.</p><p class='sentence'>One particular musician recorded a song that appeared on every one of those albums, even though he didn't record any songs.</p>","c1",70,"true"
10682,74,"single-stim",12,269545,"0.0-12.0","WKBXg","<p class='textcenter' id='intro'>The postman was tasked with delivering hundreds of pieces of mail on Tuesday.</p><p class='sentence'>After delivering two-thirds of the mail he was tasked with getting out there, he had less than half of his pile left to deliver.</p>","nc2",74,"true"
6367,70,"single-stim",13,276917,"0.0-13.0","WKBXg","<p class='textcenter' id='intro'>A group of children painted each of 100 eggs a solid color.</p><p class='sentence'>In the end, even though less than half of the eggs were painted green, nonetheless most of the eggs were painted green.</p>","target",NA,""
-1,-1,"single-stim",14,277921,"0.0-14.0","WKBXg"," ","",NA,""
