subject,trial_index,trial_type,list,responses,subject,trial_index,trial_type,list,Type,Sentence,Response,item,cond,repeatability,IlluBare,quantifier,ellipsis,additive,Fill1,Fill2
xjC6C,30,survey-likert,6,,xjC6C,30,survey-likert,6,filler,Many people that play on that baseball team this season are friends of Patricia.,5,,,,,,,,F,N
xjC6C,31,survey-likert,6,,xjC6C,31,survey-likert,6,filler,My grandfather worked for a train company that had in its last days.,1,,,,,,,,*F,N
xjC6C,32,survey-likert,6,,xjC6C,32,survey-likert,6,filler,Automatic Teller Machines are most often built in locations that don't.,1,,,,,,,,*F,N
xjC6C,33,survey-likert,6,,xjC6C,33,survey-likert,6,filler,Music tapes that does are not even sold in stores anymore.,1,,,,,,,,*F,N
xjC6C,34,survey-likert,6,,xjC6C,34,survey-likert,6,filler,Tall people have made moves in that direction but we pretend to understand it.,2,,,,,,,,*F,N
xjC6C,36,survey-likert,6,,xjC6C,36,survey-likert,6,filler,Ruth might be a senior and Tom is short for a kindergartener.,5,,,,,,,,*F,N
xjC6C,37,survey-likert,6,,xjC6C,37,survey-likert,6,filler,Ferdinand is wider in the hips this year than Max is broad in the shoulders.,6,,,,,,,,F,C
xjC6C,38,survey-likert,6,,xjC6C,38,survey-likert,6,filler,Yellow shoes are a fit for young people unlike older shoes do.,1,,,,,,,,*F,N
xjC6C,39,survey-likert,6,,xjC6C,39,survey-likert,6,filler,This year Phillip has tons of homework that a student like Laura drinks too much.,1,,,,,,,,*F,N
xjC6C,40,survey-likert,6,,xjC6C,40,survey-likert,6,filler,At the party fewer of the professors stayed than of the students left.,2,,,,,,,,*F,C
xjC6C,41,survey-likert,6,,xjC6C,41,survey-likert,6,filler,Stanley is 30-years old and 46-years old yesterday and tomorrow respectively.,7,,,,,,,,*F,N
xjC6C,42,survey-likert,6,,xjC6C,42,survey-likert,6,filler,So many people have given money to her charity that I thought that impossible to.,2,,,,,,,,*F,N
xjC6C,43,survey-likert,6,,xjC6C,43,survey-likert,6,filler,Weight lifters are a tough act to follow that will act tough if.,1,,,,,,,,*F,N
xjC6C,44,survey-likert,6,,xjC6C,44,survey-likert,6,filler,Bill is a shorter man than the door is fat for a piece of furniture.,2,,,,,,,,*F,C
xjC6C,46,survey-likert,6,,xjC6C,46,survey-likert,6,filler,This habit of cigar smoking is unlikely to be Lasandra's fault because Maria is.,1,,,,,,,,*F,N
xjC6C,47,survey-likert,6,,xjC6C,47,survey-likert,6,filler,These days the university shuttle is on time more often than it is late.,7,,,,,,,,F,C
xjC6C,48,survey-likert,6,,xjC6C,48,survey-likert,6,filler,Twenty people witnessed the event yet none of them could describe the assailant.,7,,,,,,,,F,N
xjC6C,49,survey-likert,6,,xjC6C,49,survey-likert,6,filler,Detectives have a harder time that you found your cat.,2,,,,,,,,*F,C
xjC6C,54,survey-likert,6,,xjC6C,54,survey-likert,6,filler,This time Michael found fifteen typos in the one-page document.,7,,,,,,,,F,N
xjC6C,56,survey-likert,6,,xjC6C,56,survey-likert,6,filler,All the people that have been to the city in Italy that I visited would think.,1,,,,,,,,*F,N
xjC6C,59,survey-likert,6,,xjC6C,59,survey-likert,6,filler,It's not like flowers were left over from the wedding like of ribbons will be.,1,,,,,,,,*F,N
xjC6C,60,survey-likert,6,,xjC6C,60,survey-likert,6,filler,This month the fire department has seen a dramatic increase in the number of fires reported.,7,,,,,,,,F,N
xjC6C,61,survey-likert,6,,xjC6C,61,survey-likert,6,filler,There are piano players in the bar who I frequently have talked.,1,,,,,,,,*F,N
xjC6C,62,survey-likert,6,,xjC6C,62,survey-likert,6,filler,This month many locusts have ruined my crops than others have built honeycombs.,5,,,,,,,,*F,C
xjC6C,63,survey-likert,6,,xjC6C,63,survey-likert,6,filler,Less than 30 percent of the students in the class gave a high rating to the professor.,7,,,,,,,,F,C
xjC6C,64,survey-likert,6,,xjC6C,64,survey-likert,6,filler,Some flowers that hung from the fence will know potting.,1,,,,,,,,*F,N
xjC6C,66,survey-likert,6,,xjC6C,66,survey-likert,6,filler,Most older elephants are small and fast this season like cheetah adults.,7,,,,,,,,*F,N
xjC6C,67,survey-likert,6,,xjC6C,67,survey-likert,6,filler,Patty said that watching the soccer game was the most fun she'd had in a long time.,7,,,,,,,,F,N
xjC6C,69,survey-likert,6,,xjC6C,69,survey-likert,6,filler,More Mexicans have better jobs now that NAFTA has taken effect.,7,,,,,,,,F,C
xjC6C,70,survey-likert,6,,xjC6C,70,survey-likert,6,filler,The Governor's race in California will be the most expensive race to date.,7,,,,,,,,F,N
xjC6C,71,survey-likert,6,,xjC6C,71,survey-likert,6,filler,In the future humans will inhabit more planets than they do now.,7,,,,,,,,F,C
xjC6C,72,survey-likert,6,,xjC6C,72,survey-likert,6,filler,Thicker soup is needed if it is to be the first course of a light dinner.,7,,,,,,,,F,N
xjC6C,73,survey-likert,6,,xjC6C,73,survey-likert,6,filler,Shoes fit on small feet in order that older shoes wear well with orange.,1,,,,,,,,*F,N
xjC6C,74,survey-likert,6,,xjC6C,74,survey-likert,6,filler,Esme is more intelligent than Einstein is smart.,7,,,,,,,,F,C
xjC6C,75,survey-likert,6,,xjC6C,75,survey-likert,6,filler,In the past year fewer than 20 percent of car owners were satisfied with their car insurance.,7,,,,,,,,F,C
xjC6C,76,survey-likert,6,,xjC6C,76,survey-likert,6,filler,Sam doesn't like to stop at the gas station that Danielle has been.,1,,,,,,,,*F,N
xjC6C,78,survey-likert,6,,xjC6C,78,survey-likert,6,filler,Weirder things have happened in Samantha's life than in Parissa's.,6,,,,,,,,F,C
xjC6C,79,survey-likert,6,,xjC6C,79,survey-likert,6,filler,Despite the rainy weather the hostess sat the couple at a table by the window.,7,,,,,,,,F,N
xjC6C,81,survey-likert,6,,xjC6C,81,survey-likert,6,filler,Cats rather than dogs are often the preferred choice of pet.,7,,,,,,,,F,N
xjC6C,82,survey-likert,6,,xjC6C,82,survey-likert,6,filler,Last Thursday the convenience store that I often go to burned down.,7,,,,,,,,F,N
xjC6C,83,survey-likert,6,,xjC6C,83,survey-likert,6,filler,A bartender who works at Sam's favourite bar is known for pouring the best draft beer.,7,,,,,,,,F,N
xjC6C,86,survey-likert,6,,xjC6C,86,survey-likert,6,filler,More Europeans would come to America for their schooling if they could.,7,,,,,,,,F,C
xjC6C,87,survey-likert,6,,xjC6C,87,survey-likert,6,filler,Tea is a better drink when you have a cold than coffee is.,6,,,,,,,,F,C
xjC6C,89,survey-likert,6,,xjC6C,89,survey-likert,6,filler,Hot-air balloons make less noise than helicopters do.,7,,,,,,,,F,C
xjC6C,90,survey-likert,6,,xjC6C,90,survey-likert,6,filler,Every chimney sweep in the UK has thrown soot on someone.,7,,,,,,,,F,N
xjC6C,91,survey-likert,6,,xjC6C,91,survey-likert,6,filler,Couples have more money than singles because they get a tax break.,7,,,,,,,,F,C
xjC6C,92,survey-likert,6,,xjC6C,92,survey-likert,6,filler,Writers think about more things that have to do with philosophy as painters do.,2,,,,,,,,*F,C
xjC6C,93,survey-likert,6,,xjC6C,93,survey-likert,6,filler,More people read the Harry Potter books than the Lord of the Rings books.,7,,,,,,,,F,C
xjC6C,95,survey-likert,6,,xjC6C,95,survey-likert,6,filler,Christopher will have to work much more on the paper before it is finished.,7,,,,,,,,F,N
xjC6C,97,survey-likert,6,,xjC6C,97,survey-likert,6,filler,These days the hair on her arm is more brown than the hair on his face is important.,1,,,,,,,,*F,C
xjC6C,98,survey-likert,6,,xjC6C,98,survey-likert,6,filler,Last night Cecil saw the silly B-movie about summer camp that Tom had recommended to her.,7,,,,,,,,F,N
xjC6C,99,survey-likert,6,,xjC6C,99,survey-likert,6,filler,Last night a truck driver was driving way too fast and nearly caused an accident.,7,,,,,,,,F,N
xjC6C,101,survey-likert,6,,xjC6C,101,survey-likert,6,filler,Canadians find they understand who Barry is unlike who Sarah.,1,,,,,,,,*F,N
xjC6C,102,survey-likert,6,,xjC6C,102,survey-likert,6,filler,City buses are filled with people less often than they're empty.,7,,,,,,,,F,C
xjC6C,105,survey-likert,6,,xjC6C,105,survey-likert,6,filler,More Germans will have gone to Italy this year than many Americans have sailed.,1,,,,,,,,*F,C
xjC6C,107,survey-likert,6,,xjC6C,107,survey-likert,6,filler,Our parents went to the college that my brother now goes to.,7,,,,,,,,F,N
xjC6C,108,survey-likert,6,,xjC6C,108,survey-likert,6,filler,These days more people have a better grasp of how cars work than how computers work.,7,,,,,,,,F,C
xjC6C,110,survey-likert,6,,xjC6C,110,survey-likert,6,filler,The president has said that he won't begin a war that the people don't want.,7,,,,,,,,F,N
xjC6C,112,survey-likert,6,,xjC6C,112,survey-likert,6,filler,This year more men attend sporting events than go to the hair salon.,7,,,,,,,,F,C
xjC6C,113,survey-likert,6,,xjC6C,113,survey-likert,6,filler,Dirty laundry is easy to find and wash incompletely when Bill's homework.,1,,,,,,,,*F,N
xjC6C,115,survey-likert,6,,xjC6C,115,survey-likert,6,filler,Professional basketball players are the kind of role-models that children are look for.,7,,,,,,,,F,N
xjC6C,117,survey-likert,6,,xjC6C,117,survey-likert,6,filler,This year any people believe that motorcycles that raced down Main Street.,1,,,,,,,,*F,N
xjC6C,118,survey-likert,6,,xjC6C,118,survey-likert,6,filler,All of the cups of black coffee that I did were left on the counter.,3,,,,,,,,*F,N
xjC6C,119,survey-likert,6,,xjC6C,119,survey-likert,6,filler,Bill throws away magazines without interesting articles that without opening.,1,,,,,,,,*F,N
xjC6C,121,survey-likert,6,,xjC6C,121,survey-likert,6,filler,Raccoons try to get into my garbage cans that should food ultimately.,1,,,,,,,,*F,N
xjC6C,122,survey-likert,6,,xjC6C,122,survey-likert,6,filler,Journalists usually assume that it is best to present information objectively.,7,,,,,,,,F,N
xjC6C,123,survey-likert,6,,xjC6C,123,survey-likert,6,filler,Some people visited the country last summer that I might take my grandmother.,6,,,,,,,,*F,N
xjC6C,124,survey-likert,6,,xjC6C,124,survey-likert,6,filler,Roberto knew the woman that everyone was talking about.,7,,,,,,,,F,N
xjC6C,126,survey-likert,6,,xjC6C,126,survey-likert,6,filler,The shapes were longer this month than I wondered whether they would be.,1,,,,,,,,*F,C
xjC6C,127,survey-likert,6,,xjC6C,127,survey-likert,6,filler,It was what a long paper John sent to what a famous journal.,1,,,,,,,,*F,N
xjC6C,128,survey-likert,6,,xjC6C,128,survey-likert,6,filler,Shuttles travel to outer-space less often than rockets do.,7,,,,,,,,F,C
xjC6C,129,survey-likert,6,,xjC6C,129,survey-likert,6,filler,Flipper the dolphin is on TV everyday and considerably that the Beatles are popular.,1,,,,,,,,*F,N
xjC6C,130,survey-likert,6,,xjC6C,130,survey-likert,6,filler,Lately there are more reports in her inbox than she knows what to do with.,7,,,,,,,,F,N
xjC6C,131,survey-likert,6,,xjC6C,131,survey-likert,6,filler,This semester Stephen plays a better Guitar Hero solo than Robert does.,7,,,,,,,,F,C
xjC6C,132,survey-likert,6,,xjC6C,132,survey-likert,6,filler,DJ writes a story about rules and regulations that wake up as days fly.,1,,,,,,,,*F,N
xjC6C,133,survey-likert,6,,xjC6C,133,survey-likert,6,filler,Last year fewer rats that live in New York's five boroughs than I did.,1,,,,,,,,*F,C
xjC6C,135,survey-likert,6,,xjC6C,135,survey-likert,6,filler,My professor has been to Australia more times than I will ever go.,7,,,,,,,,F,C
xjC6C,137,survey-likert,6,,xjC6C,137,survey-likert,6,filler,This year brighter lights have been put up on that house for Halloween than me.,1,,,,,,,,*F,C
xjC6C,139,survey-likert,6,,xjC6C,139,survey-likert,6,filler,More Americans have been to Russia than I have.,1,,,,,,,,*F,C
xjC6C,140,survey-likert,6,,xjC6C,140,survey-likert,6,filler,For hours Gertrude's puppy has been chewing on a bone that she gave him.,7,,,,,,,,F,N
xjC6C,142,survey-likert,6,,xjC6C,142,survey-likert,6,filler,Dolly has bigger hair this year than yours and mine combined did.,6,,,,,,,,*F,C
xjC6C,143,survey-likert,6,,xjC6C,143,survey-likert,6,filler,Last Saturday a cowboy who works at the A-bar Ranch fell off of his horse and survived.,7,,,,,,,,F,N
xjC6C,144,survey-likert,6,,xjC6C,144,survey-likert,6,filler,Last week a conflict between protestors and police broke out in downtown Chicago.,7,,,,,,,,F,N
xjC6C,145,survey-likert,6,,xjC6C,145,survey-likert,6,filler,It will take us the rest of our lives to drink the champagne that they spilled beer last night.,1,,,,,,,,*F,N
xjC6C,146,survey-likert,6,,xjC6C,146,survey-likert,6,filler,Almost every email I get nowadays is a spam or leaflet that I did.,1,,,,,,,,*F,N
xjC6C,147,survey-likert,6,,xjC6C,147,survey-likert,6,filler,Some students cheat on tests that they should have been more prepared for.,7,,,,,,,,F,N
xjC6C,148,survey-likert,6,,xjC6C,148,survey-likert,6,filler,He said how many did she say of the students left without paying.,5,,,,,,,,*F,N
xjC6C,149,survey-likert,6,,xjC6C,149,survey-likert,6,filler,Martin predicts that video sales will go up as more baby-boomers retire.,7,,,,,,,,F,N
xjC6C,151,survey-likert,6,,xjC6C,151,survey-likert,6,filler,Most people have been to the Grand Canyon at one time or another.,7,,,,,,,,F,N
xjC6C,152,survey-likert,6,,xjC6C,152,survey-likert,6,filler,Classes and workshops in general are raised before registration ends.,5,,,,,,,,*F,N
xjC6C,154,survey-likert,6,,xjC6C,154,survey-likert,6,filler,A dozen cups of coffee are served at this diner than of orange juice are.,1,,,,,,,,*F,C
xjC6C,155,survey-likert,6,,xjC6C,155,survey-likert,6,filler,A computer program that can be downloaded as many times than you did.,1,,,,,,,,*F,C
xjC6C,157,survey-likert,6,,xjC6C,157,survey-likert,6,filler,Many students feel that older professors who have shouldn't have relationships with them.,1,,,,,,,,*F,N
xjC6C,158,survey-likert,6,,xjC6C,158,survey-likert,6,filler,Martha was a stricter baker than flows water Potomac-ward.,1,,,,,,,,*F,C
xjC6C,159,survey-likert,6,,xjC6C,159,survey-likert,6,filler,The people scheduled to speak at this year's forum are the best that we could find.,7,,,,,,,,F,N
xjC6C,160,survey-likert,6,,xjC6C,160,survey-likert,6,filler,Nicer people live on the West Coast than on the East Coast.,7,,,,,,,,F,C
xjC6C,161,survey-likert,6,,xjC6C,161,survey-likert,6,filler,This month the choir sings the songs that the gathered people have requested.,7,,,,,,,,F,N
xjC6C,162,survey-likert,6,,xjC6C,162,survey-likert,6,filler,Max persuaded more of the men to buy more of the cars than you persuaded to sell.,6,,,,,,,,*F,C
xjC6C,164,survey-likert,6,,xjC6C,164,survey-likert,6,filler,Fewer police officers were on the scene than ambulances were.,6,,,,,,,,F,C
xjC6C,165,survey-likert,6,,xjC6C,165,survey-likert,6,filler,His end of semester paper is excited in a incomprehensive sense.,5,,,,,,,,*F,N
xjC6C,166,survey-likert,6,,xjC6C,166,survey-likert,6,filler,Marty is sure that the rain is health-wise if not snowing is.,1,,,,,,,,*F,N
xjC6C,167,survey-likert,6,,xjC6C,167,survey-likert,6,filler,At least as many women loved that singer as loved Paul McCartney.,7,,,,,,,,F,C
xjC6C,169,survey-likert,6,,xjC6C,169,survey-likert,6,filler,The horses have been more enthusiastic about riding out in the open than cows are sad.,4,,,,,,,,*F,C
xjC6C,171,survey-likert,6,,xjC6C,171,survey-likert,6,filler,The chipmunk that I saw this morning is outside of our office window again.,7,,,,,,,,F,N
xjC6C,173,survey-likert,6,,xjC6C,173,survey-likert,6,filler,Malachi told the man in the sailor's cap that his father was in the navy.,7,,,,,,,,F,N
xjC6C,175,survey-likert,6,,xjC6C,175,survey-likert,6,filler,Taller people have tried to pass this way as we believe should happen.,1,,,,,,,,*F,C
xjC6C,176,survey-likert,6,,xjC6C,176,survey-likert,6,filler,Germans have knocked down the wall that the Russians built the temple.,1,,,,,,,,*F,N
xjC6C,178,survey-likert,6,,xjC6C,178,survey-likert,6,filler,Veterans are easy to discuss points of view for.,2,,,,,,,,*F,N
xjC6C,180,survey-likert,6,,xjC6C,180,survey-likert,6,filler,The car that I own is parked on the corner that are of mine.,1,,,,,,,,*F,N
xjC6C,182,survey-likert,6,,xjC6C,182,survey-likert,6,filler,So many people have given more money to our charity than I thought that did.,3,,,,,,,,*F,C
xjC6C,183,survey-likert,6,,xjC6C,183,survey-likert,6,filler,Native Americans have more to complain about than.,1,,,,,,,,*F,C
xjC6C,184,survey-likert,6,,xjC6C,184,survey-likert,6,filler,Any towels that are left outside the locker-room area will be put into the lost and found.,7,,,,,,,,F,N
xjC6C,185,survey-likert,6,,xjC6C,185,survey-likert,6,filler,Drinking Pepsi is more often recommended for a cold than cough syrup.,7,,,,,,,,*F,C
xjC6C,186,survey-likert,6,,xjC6C,186,survey-likert,6,filler,Last month every book in the storage room was thrown away by the custodian.,7,,,,,,,,F,N
xjC6C,187,survey-likert,6,,xjC6C,187,survey-likert,6,filler,Max persuaded some of the men to buy cars after you accomplished to sell.,2,,,,,,,,*F,N
xjC6C,188,survey-likert,6,,xjC6C,188,survey-likert,6,filler,These days more people from the West go to China for vacation than to Germany.,7,,,,,,,,F,C
xjC6C,190,survey-likert,6,,xjC6C,190,survey-likert,6,filler,Most parents who care have visited the college that their children go to.,7,,,,,,,,F,N
xjC6C,192,survey-likert,6,,xjC6C,192,survey-likert,6,filler,Tons more yellow corn is produced in the Midwest than wheat is produced without harvesting.,2,,,,,,,,*F,C
XOGWi,1,survey-likert,6,,XOGWi,1,survey-likert,6,filler,Hot-air balloons make less noise than helicopters do.,7,,,,,,,,F,C
XOGWi,2,survey-likert,6,,XOGWi,2,survey-likert,6,filler,Some flowers that hung from the fence will know potting.,4,,,,,,,,*F,N
XOGWi,3,survey-likert,6,,XOGWi,3,survey-likert,6,filler,Most older elephants are small and fast this season like cheetah adults.,4,,,,,,,,*F,N
XOGWi,4,survey-likert,6,,XOGWi,4,survey-likert,6,filler,These days the hair on her arm is more brown than the hair on his face is important.,6,,,,,,,,*F,C
XOGWi,5,survey-likert,6,,XOGWi,5,survey-likert,6,filler,Some people visited the country last summer that I might take my grandmother.,2,,,,,,,,*F,N
XOGWi,6,survey-likert,6,,XOGWi,6,survey-likert,6,filler,Last Saturday a cowboy who works at the A-bar Ranch fell off of his horse and survived.,7,,,,,,,,F,N
XOGWi,8,survey-likert,6,,XOGWi,8,survey-likert,6,filler,Malachi told the man in the sailor's cap that his father was in the navy.,7,,,,,,,,F,N
XOGWi,9,survey-likert,6,,XOGWi,9,survey-likert,6,filler,Last Thursday the convenience store that I often go to burned down.,7,,,,,,,,F,N
XOGWi,10,survey-likert,6,,XOGWi,10,survey-likert,6,filler,Our parents went to the college that my brother now goes to.,7,,,,,,,,F,N
XOGWi,11,survey-likert,6,,XOGWi,11,survey-likert,6,filler,Lately there are more reports in her inbox than she knows what to do with.,7,,,,,,,,F,N
XOGWi,12,survey-likert,6,,XOGWi,12,survey-likert,6,filler,Fewer police officers were on the scene than ambulances were.,6,,,,,,,,F,C
XOGWi,14,survey-likert,6,,XOGWi,14,survey-likert,6,filler,Radios that are loud can be annoying to those people who are annoyed.,6,,,,,,,,*F,N
XOGWi,15,survey-likert,6,,XOGWi,15,survey-likert,6,filler,A computer program that can be downloaded as many times than you did.,3,,,,,,,,*F,C
XOGWi,16,survey-likert,6,,XOGWi,16,survey-likert,6,filler,Last month every book in the storage room was thrown away by the custodian.,7,,,,,,,,F,N
XOGWi,18,survey-likert,6,,XOGWi,18,survey-likert,6,filler,There are piano players in the bar who I frequently have talked.,2,,,,,,,,*F,N
XOGWi,21,survey-likert,6,,XOGWi,21,survey-likert,6,filler,Tea is a better drink when you have a cold than coffee is.,6,,,,,,,,F,C
XOGWi,23,survey-likert,6,,XOGWi,23,survey-likert,6,filler,Last night Cecil saw the silly B-movie about summer camp that Tom had recommended to her.,5,,,,,,,,F,N
XOGWi,24,survey-likert,6,,XOGWi,24,survey-likert,6,filler,DJ writes a story about rules and regulations that wake up as days fly.,3,,,,,,,,*F,N
XOGWi,27,survey-likert,6,,XOGWi,27,survey-likert,6,filler,The manager had less fun than the workers at the state fair last year.,7,,,,,,,,F,C
XOGWi,30,survey-likert,6,,XOGWi,30,survey-likert,6,filler,Christopher will have to work much more on the paper before it is finished.,7,,,,,,,,F,N
XOGWi,31,survey-likert,6,,XOGWi,31,survey-likert,6,filler,Any towels that are left outside the locker-room area will be put into the lost and found.,7,,,,,,,,F,N
XOGWi,32,survey-likert,6,,XOGWi,32,survey-likert,6,filler,Canadians find they understand who Barry is unlike who Sarah.,2,,,,,,,,*F,N
XOGWi,33,survey-likert,6,,XOGWi,33,survey-likert,6,filler,All the people that have been to the city in Italy that I visited would think.,2,,,,,,,,*F,N
XOGWi,35,survey-likert,6,,XOGWi,35,survey-likert,6,filler,Max persuaded more of the men to buy more of the cars than you persuaded to sell.,2,,,,,,,,*F,C
XOGWi,36,survey-likert,6,,XOGWi,36,survey-likert,6,filler,This habit of cigar smoking is unlikely to be Lasandra's fault because Maria is.,2,,,,,,,,*F,N
XOGWi,37,survey-likert,6,,XOGWi,37,survey-likert,6,filler,So many people have given more money to our charity than I thought that did.,6,,,,,,,,*F,C
XOGWi,38,survey-likert,6,,XOGWi,38,survey-likert,6,filler,Twenty people witnessed the event yet none of them could describe the assailant.,7,,,,,,,,F,N
XOGWi,39,survey-likert,6,,XOGWi,39,survey-likert,6,filler,Ferdinand is wider in the hips this year than Max is broad in the shoulders.,7,,,,,,,,F,C
XOGWi,40,survey-likert,6,,XOGWi,40,survey-likert,6,filler,A bartender who works at Sam's favourite bar is known for pouring the best draft beer.,7,,,,,,,,F,N
XOGWi,42,survey-likert,6,,XOGWi,42,survey-likert,6,filler,This time Michael found fifteen typos in the one-page document.,7,,,,,,,,F,N
XOGWi,43,survey-likert,6,,XOGWi,43,survey-likert,6,filler,Detectives have a harder time that you found your cat.,3,,,,,,,,*F,C
XOGWi,45,survey-likert,6,,XOGWi,45,survey-likert,6,filler,This year more men attend sporting events than go to the hair salon.,7,,,,,,,,F,C
XOGWi,46,survey-likert,6,,XOGWi,46,survey-likert,6,filler,Professional basketball players are the kind of role-models that children are look for.,2,,,,,,,,F,N
XOGWi,47,survey-likert,6,,XOGWi,47,survey-likert,6,filler,Max persuaded some of the men to buy cars after you accomplished to sell.,3,,,,,,,,*F,N
XOGWi,48,survey-likert,6,,XOGWi,48,survey-likert,6,filler,Australians will have been to Europe this season to visit the mountains that Uganda.,4,,,,,,,,*F,N
XOGWi,50,survey-likert,6,,XOGWi,50,survey-likert,6,filler,All of the cups of black coffee that I did were left on the counter.,5,,,,,,,,*F,N
XOGWi,51,survey-likert,6,,XOGWi,51,survey-likert,6,filler,Dylan was more talented than Donovan could ever dream of being.,7,,,,,,,,F,C
XOGWi,53,survey-likert,6,,XOGWi,53,survey-likert,6,filler,Raccoons try to get into my garbage cans that should food ultimately.,2,,,,,,,,*F,N
XOGWi,54,survey-likert,6,,XOGWi,54,survey-likert,6,filler,The shapes were longer this month than I wondered whether they would be.,2,,,,,,,,*F,C
XOGWi,55,survey-likert,6,,XOGWi,55,survey-likert,6,filler,Nicer people live on the West Coast than on the East Coast.,6,,,,,,,,F,C
XOGWi,58,survey-likert,6,,XOGWi,58,survey-likert,6,filler,Dirty laundry is easy to find and wash incompletely when Bill's homework.,2,,,,,,,,*F,N
XOGWi,63,survey-likert,6,,XOGWi,63,survey-likert,6,filler,Italians have more often thought that the men that we did not.,2,,,,,,,,*F,C
XOGWi,65,survey-likert,6,,XOGWi,65,survey-likert,6,filler,This month the fire department has seen a dramatic increase in the number of fires reported.,7,,,,,,,,F,N
XOGWi,67,survey-likert,6,,XOGWi,67,survey-likert,6,filler,Every woman from Russia has dated a man that they don't like.,7,,,,,,,,F,N
XOGWi,68,survey-likert,6,,XOGWi,68,survey-likert,6,filler,Last night a truck driver was driving way too fast and nearly caused an accident.,7,,,,,,,,F,N
XOGWi,69,survey-likert,6,,XOGWi,69,survey-likert,6,filler,Music tapes that does are not even sold in stores anymore.,1,,,,,,,,*F,N
XOGWi,70,survey-likert,6,,XOGWi,70,survey-likert,6,filler,More Germans will have gone to Italy this year than many Americans have sailed.,6,,,,,,,,*F,C
XOGWi,71,survey-likert,6,,XOGWi,71,survey-likert,6,filler,This year Phillip has tons of homework that a student like Laura drinks too much.,2,,,,,,,,*F,N
XOGWi,72,survey-likert,6,,XOGWi,72,survey-likert,6,filler,My professor has been to Australia more times than I will ever go.,7,,,,,,,,F,C
XOGWi,73,survey-likert,6,,XOGWi,73,survey-likert,6,filler,Weirder things have happened in Samantha's life than in Parissa's.,7,,,,,,,,F,C
XOGWi,74,survey-likert,6,,XOGWi,74,survey-likert,6,filler,Martin predicts that video sales will go up as more baby-boomers retire.,7,,,,,,,,F,N
XOGWi,75,survey-likert,6,,XOGWi,75,survey-likert,6,filler,A lot of people would ride the metro if it was more affordable.,7,,,,,,,,F,N
XOGWi,76,survey-likert,6,,XOGWi,76,survey-likert,6,filler,It will take us the rest of our lives to drink the champagne that they spilled beer last night.,3,,,,,,,,*F,N
XOGWi,77,survey-likert,6,,XOGWi,77,survey-likert,6,filler,Cats rather than dogs are often the preferred choice of pet.,7,,,,,,,,F,N
XOGWi,78,survey-likert,6,,XOGWi,78,survey-likert,6,filler,Cowboys have more fun than Thomas because they get to wear cowboy boots.,6,,,,,,,,F,C
XOGWi,80,survey-likert,6,,XOGWi,80,survey-likert,6,filler,The car that I own is parked on the corner that are of mine.,3,,,,,,,,*F,N
XOGWi,82,survey-likert,6,,XOGWi,82,survey-likert,6,filler,This year any people believe that motorcycles that raced down Main Street.,4,,,,,,,,*F,N
XOGWi,83,survey-likert,6,,XOGWi,83,survey-likert,6,filler,Most parents who care have visited the college that their children go to.,6,,,,,,,,F,N
XOGWi,84,survey-likert,6,,XOGWi,84,survey-likert,6,filler,Classes and workshops in general are raised before registration ends.,5,,,,,,,,*F,N
XOGWi,85,survey-likert,6,,XOGWi,85,survey-likert,6,filler,This month many locusts have ruined my crops than others have built honeycombs.,3,,,,,,,,*F,C
XOGWi,86,survey-likert,6,,XOGWi,86,survey-likert,6,filler,Many students feel that older professors who have shouldn't have relationships with them.,4,,,,,,,,*F,N
XOGWi,87,survey-likert,6,,XOGWi,87,survey-likert,6,filler,The people scheduled to speak at this year's forum are the best that we could find.,7,,,,,,,,F,N
XOGWi,88,survey-likert,6,,XOGWi,88,survey-likert,6,filler,Patty said that watching the soccer game was the most fun she'd had in a long time.,7,,,,,,,,F,N
XOGWi,89,survey-likert,6,,XOGWi,89,survey-likert,6,filler,Children are more scared of horror movies than adults.,7,,,,,,,,F,C
XOGWi,90,survey-likert,6,,XOGWi,90,survey-likert,6,filler,These days the university shuttle is on time more often than it is late.,7,,,,,,,,F,C
XOGWi,91,survey-likert,6,,XOGWi,91,survey-likert,6,filler,These days more people from the West go to China for vacation than to Germany.,7,,,,,,,,F,C
XOGWi,92,survey-likert,6,,XOGWi,92,survey-likert,6,filler,Nurses have more trusted doctors that patients are treated by.,2,,,,,,,,*F,C
XOGWi,93,survey-likert,6,,XOGWi,93,survey-likert,6,filler,Phillip has more homework this week than Laura is a student who has.,1,,,,,,,,*F,C
XOGWi,94,survey-likert,6,,XOGWi,94,survey-likert,6,filler,This week an anonymous donor gave money to the kindergarten that my child attends.,7,,,,,,,,F,N
XOGWi,95,survey-likert,6,,XOGWi,95,survey-likert,6,filler,The photographer still has a few friends that work for National Geographic.,7,,,,,,,,F,N
XOGWi,96,survey-likert,6,,XOGWi,96,survey-likert,6,filler,The chipmunk that I saw this morning is outside of our office window again.,7,,,,,,,,F,N
XOGWi,97,survey-likert,6,,XOGWi,97,survey-likert,6,filler,Veterans are easy to discuss points of view for.,4,,,,,,,,*F,N
XOGWi,98,survey-likert,6,,XOGWi,98,survey-likert,6,filler,More people read the Harry Potter books than the Lord of the Rings books.,7,,,,,,,,F,C
XOGWi,99,survey-likert,6,,XOGWi,99,survey-likert,6,filler,Automatic Teller Machines are most often built in locations that don't.,3,,,,,,,,*F,N
